"","Site","Date","NDVI","SAVI","NDMI","NDWI","EVI","BSI","NSMI","NDSI"
"1516","US-SRM","2021-08-29",NA,NA,NA,NA,NA,NA,NA,NA
"1517","US-SRM","2021-09-06",0.596472338554812,0.894593380904941,0.17343290410004,-0.55690904,1.33887152359574,-0.091884064,0.253895389245712,0.42435141230391
"1518","US-SRM","2021-09-08",NA,NA,NA,NA,NA,NA,NA,NA
"1519","US-SRM","2021-09-13",NA,NA,NA,NA,NA,NA,NA,NA
"1520","US-SRM","2021-09-16",0.466233342974233,0.699264523428015,0.097991977,-0.504309488,0.954225807555108,-0.007116903,0.220580042583245,0.427287294855653
"1521","US-SRM","2021-09-21",0.41888153,0.628244614372865,0.069048392,-0.481070293,0.785885865131584,0.0282604709548821,0.220911976632528,0.426070664612965
"1522","US-SRM","2021-10-01",0.384752792558203,0.577049230576631,0.009049802,-0.457269148,0.742091866326794,0.070513052,0.189982625556031,0.450082512014192
"1523","US-SRM","2021-10-03",NA,NA,NA,NA,NA,NA,NA,NA
"1524","US-SRM","2021-10-06",0.358861618238624,0.53821826399674,-0.017337831,-0.450458221,0.689922778080461,0.091333928,0.179503716854131,0.464138130631688
"1525","US-SRM","2021-10-13",NA,NA,NA,NA,NA,NA,NA,NA
"1526","US-SRM","2021-10-16",NA,NA,NA,NA,NA,NA,NA,NA
"1527","US-SRM","2021-10-18",NA,NA,NA,NA,NA,NA,NA,NA
"1528","US-SRM","2021-10-21",0.290364634627882,0.435490832930648,-0.047286648,-0.424666444,0.489247951724048,0.131505114300237,0.189837123751878,0.46256086521501
"1529","US-SRM","2021-10-23",NA,NA,NA,NA,NA,NA,NA,NA
"1530","US-SRM","2021-10-28",NA,NA,NA,NA,NA,NA,NA,NA
"1531","US-SRM","2021-10-31",0.270939061098272,0.406357774762556,-0.047993108,-0.412588307,0.446359942245649,0.136138043675479,0.191961623319275,0.451526319670995
"1532","US-SRM","2021-11-05",0.265202989881685,0.397754528609835,-0.060646563,-0.410383646,0.455547601951742,0.139841838027985,0.182267156706998,0.459475454255141
"1533","US-SRM","2021-11-07",NA,NA,NA,NA,NA,NA,NA,NA
"1534","US-SRM","2021-11-10",0.255075753936341,0.382566094814044,-0.056629409,-0.401164741,0.412043091635327,0.145367991583845,0.194806211710618,0.447509381619324
"1535","US-SRM","2021-11-12",NA,NA,NA,NA,NA,NA,NA,NA
"1536","US-SRM","2021-11-15",0.27025435129185,0.405331610736774,-0.054580011,-0.432410264,0.419252459356181,0.148065396653114,0.186374463851682,0.475548170890954
"1537","US-SRM","2021-11-27",NA,NA,NA,NA,NA,NA,NA,NA
"1538","US-SRM","2021-11-30",0.252550662479974,0.378780380043338,-0.054087482,-0.42595848,0.357859217541032,0.16177294211047,0.201428899978363,0.468967101435641
"1539","US-SRM","2021-12-02",NA,NA,NA,NA,NA,NA,NA,NA
"1540","US-SRM","2021-12-05",0.247926363366135,0.371844398883384,-0.063908662,-0.420798896,0.363345536618074,0.163462736174042,0.189873834639067,0.471721617749972
"1541","US-SRM","2021-12-12",NA,NA,NA,NA,NA,NA,NA,NA
"1542","US-SRM","2021-12-17",NA,NA,NA,NA,NA,NA,NA,NA
"1543","US-SRM","2021-12-20",0.244112816071626,0.366121585,-0.077047853,-0.4215362,0.334896317683905,0.181860206130065,0.183702232014305,0.482544055516205
"1544","US-SRM","2022-01-04",0.229416749655661,0.34407571143306,-0.11380352,-0.398774845,0.340586349125589,0.194861602813766,0.151555897412112,0.489995536828201
"1545","US-SRM","2022-01-06",NA,NA,NA,NA,NA,NA,NA,NA
"1546","US-SRM","2022-01-21",NA,NA,NA,NA,NA,NA,NA,NA
"1547","US-SRM","2022-01-24",0.202298935613416,0.30340582024203,-0.138812922,-0.371361073,0.314550975402885,0.206051290514784,0.142372954273075,0.484868281189089
"1548","US-SRM","2022-01-29",0.183391058336995,0.275049018246879,-0.134786964,-0.333438334,0.308651887570565,0.19431488069809,0.140901152394707,0.447894636751132
"1549","US-SRM","2022-01-31",NA,NA,NA,NA,NA,NA,NA,NA
"1550","US-SRM","2022-02-03",0.186387953151876,0.279544573950388,-0.128097575,-0.334198022,0.335680953762027,0.182235121022699,0.132190729868149,0.443160396526583
"1551","US-SRM","2022-02-08",0.178588955197836,0.267848047690903,-0.127883662,-0.323886733,0.301455725601874,0.189776002457725,0.140864920457006,0.433634702734099
"1552","US-SRM","2022-02-10",NA,NA,NA,NA,NA,NA,NA,NA
"1553","US-SRM","2022-02-18",0.17676374663492,0.265110688834262,-0.135637214,-0.330274826,0.298963305954112,0.194556504584209,0.145569269467712,0.445761669357571
"1554","US-SRM","2022-02-23",0.160645130720581,0.240936703999642,-0.145457921,-0.301787683,0.307643078216884,0.187750255549721,0.126501399,0.428309656458383
"1555","US-SRM","2022-02-25",NA,NA,NA,NA,NA,NA,NA,NA
"1556","US-SRM","2022-03-02",NA,NA,NA,NA,NA,NA,NA,NA
"1557","US-SRM","2022-03-05",0.15651118291698,0.234737270766406,-0.146727476,-0.293324344,0.305381230559203,0.186816926685667,0.121689310534715,0.421781555
"1558","US-SRM","2022-03-10",0.146148480625163,0.219194966697109,-0.155708307,-0.282630577,0.26986092961074,0.198463483,0.129277163279807,0.419757099524888
"1559","US-SRM","2022-03-15",0.154935823531219,0.23237493290478,-0.150923893,-0.291565486,0.307096915287408,0.187986648076328,0.118993531730907,0.42375308845137
"1560","US-SRM","2022-03-20",NA,NA,NA,NA,NA,NA,NA,NA
"1561","US-SRM","2022-03-22",NA,NA,NA,NA,NA,NA,NA,NA
"1562","US-SRM","2022-04-01",NA,NA,NA,NA,NA,NA,NA,NA
"1563","US-SRM","2022-04-06",NA,NA,NA,NA,NA,NA,NA,NA
"1564","US-SRM","2022-04-09",0.158291785598049,0.237408133740734,-0.155187723,-0.283467248,0.312482642009266,0.191035637834521,0.120590343853647,0.420132299094065
"1565","US-SRM","2022-04-11",NA,NA,NA,NA,NA,NA,NA,NA
"1566","US-SRM","2022-04-14",0.168706763144975,0.253029185292842,-0.144896316,-0.290058078,0.351456417119525,0.179004880351396,0.1092632742532,0.417386448769047
"1567","US-SRM","2022-04-21",NA,NA,NA,NA,NA,NA,NA,NA
"1568","US-SRM","2022-04-24",0.18693109,0.280363273277884,-0.124644951,-0.302437866,0.39890735115306,0.163170468488018,0.115512901,0.411562922707072
"1569","US-SRM","2022-04-26",NA,NA,NA,NA,NA,NA,NA,NA
"1570","US-SRM","2022-05-01",NA,NA,NA,NA,NA,NA,NA,NA
"1571","US-SRM","2022-05-06",NA,NA,NA,NA,NA,NA,NA,NA
"1572","US-SRM","2022-05-09",0.178652983464737,0.267948341614465,-0.13324394,-0.29671526,0.352092928807397,0.176498029653684,0.13413382663311,0.41359808388395
"1573","US-SRM","2022-05-11",NA,NA,NA,NA,NA,NA,NA,NA
"1574","US-SRM","2022-05-16",NA,NA,NA,NA,NA,NA,NA,NA
"1575","US-SRM","2022-05-19",0.17786389210715,0.266765475516779,-0.132158565,-0.297465757,0.348961595,0.176207577923366,0.137199579636284,0.413366246341985
"1576","US-SRM","2022-05-21",NA,NA,NA,NA,NA,NA,NA,NA
"1577","US-SRM","2022-05-24",0.172887167680876,0.25930133003643,-0.135909959,-0.290751999,0.360840596110213,0.172910561221679,0.120826298455589,0.410444887314564
"1578","US-SRM","2022-05-26",NA,NA,NA,NA,NA,NA,NA,NA
"1579","US-SRM","2022-05-29",0.172730360241345,0.25906639935478,-0.137962105,-0.296184873,0.338250831948505,0.180325042319378,0.137946766222158,0.417092541914342
"1580","US-SRM","2022-05-31",NA,NA,NA,NA,NA,NA,NA,NA
"1581","US-SRM","2022-06-03",0.171007422590396,0.256482498423044,-0.139859699,-0.292256095,0.353161027534937,0.176510984104628,0.121768719567714,0.415139869232505
"1582","US-SRM","2022-06-13",0.165309639251951,0.247936133281489,-0.184794569,-0.296379983,0.327264011966662,0.210070089531186,0.146107404909968,0.456151732913898
"1583","US-SRM","2022-06-15",NA,NA,NA,NA,NA,NA,NA,NA
"1584","US-SRM","2022-06-23",NA,NA,NA,NA,NA,NA,NA,NA
"1585","US-SRM","2022-06-30",NA,NA,NA,NA,NA,NA,NA,NA
"1586","US-SRM","2022-07-05",NA,NA,NA,NA,NA,NA,NA,NA
"1587","US-SRM","2022-07-08",0.221292243496899,0.331898401640771,-0.148526149,-0.336181282,0.43356212187792,0.18584118217072,0.14532289356401,0.461623081
"1588","US-SRM","2022-07-10",NA,NA,NA,NA,NA,NA,NA,NA
"1589","US-SRM","2022-07-13",0.207815882379263,0.311686285631074,-0.161571961,-0.327235312,0.425187057845225,0.190815965288452,0.133714316296906,0.464220845006139
"1590","US-SRM","2022-07-15",NA,NA,NA,NA,NA,NA,NA,NA
"1591","US-SRM","2022-07-18",0.220709168749463,0.331021890590374,-0.171854654,-0.336255665,0.421979652303333,0.2040802915196,0.146786838096993,0.480321023850776
"1592","US-SRM","2022-07-23",0.185646543046038,0.278435234736808,-0.157725244,-0.305758029,0.400612992705149,0.18375159243943,0.118216279330265,0.442130925254734
"1593","US-SRM","2022-08-04",NA,NA,NA,NA,NA,NA,NA,NA
"1594","US-SRM","2022-08-07",0.512130759083753,0.768080192821959,-0.027815739,-0.493920846,1.17094750895781,0.070717327,0.202106953043208,0.514983150756019
"1595","US-SRM","2022-08-17",0.483553401546394,0.725218916247118,0.019261795480947,-0.446834394,0.114090229211669,0.014113695,0.204240197964847,0.431712483310624
"1596","US-SRM","2022-08-29",NA,NA,NA,NA,NA,NA,NA,NA
"1597","US-SRM","2022-09-06",0.511477030291597,0.767113335110956,0.063136078,-0.52015637,1.10282542001887,0.007496117,0.225640233640125,0.472681870766295
"1598","US-SRM","2022-09-11",0.412112534572617,0.618089403323111,0.00072674462336644,-0.461244533,1.02398411834307,0.060798564,0.206715077827451,0.460258628898025
"1599","US-SRM","2022-09-16",0.443007255998431,0.664418634522935,0.007993853,-0.482983391,0.88566323313185,0.062035441,0.205677622642552,0.476829487450083
"1600","US-SRM","2022-09-18",NA,NA,NA,NA,NA,NA,NA,NA
"1601","US-SRM","2022-09-23",NA,NA,NA,NA,NA,NA,NA,NA
"1602","US-SRM","2022-10-01",0.0114821177247919,0.0172223698766695,0.164779373150787,0.0172036670144155,-0.276485111,-0.114117215,0.122970060362415,-0.181383824
"1603","US-SRM","2022-10-03",NA,NA,NA,NA,NA,NA,NA,NA
"1604","US-SRM","2022-10-06",0.333157655182397,0.499657366119074,-0.077334857,-0.417488714,0.660867722082415,0.131526217353001,0.201314627196386,0.479240392843517
"1605","US-SRM","2022-10-11",0.349693805026534,0.524461297954659,-0.093006991,-0.43332914,0.739955582177596,0.135532185873076,0.166037053810646,0.505850040950851
"1606","US-SRM","2022-10-18",NA,NA,NA,NA,NA,NA,NA,NA
"1607","US-SRM","2022-10-21",0.33413867182999,0.501131677486076,-0.110700287,-0.428243633,0.690071041510776,0.15091030284356,0.160650140149434,0.514447686695946
"1608","US-SRM","2022-10-26",0.333722492274171,0.500507153233673,-0.100388627,-0.436032704,0.615941378,0.154614666652968,0.170747101852558,0.513801625140831
"1609","US-SRM","2022-10-28",NA,NA,NA,NA,NA,NA,NA,NA
"1610","US-SRM","2022-10-31",0.324375943907581,0.486491456622141,-0.095600754,-0.435670483,0.642035050107296,0.144716919913535,0.15695460388926,0.509895037288641
"1611","US-SRM","2022-11-05",0.31041567630237,0.465554838819483,-0.107268205,-0.429224131,0.559019149044751,0.163080230333435,0.173930362115854,0.512695734956023
"1612","US-SRM","2022-11-12",NA,NA,NA,NA,NA,NA,NA,NA
"1613","US-SRM","2022-11-17",NA,NA,NA,NA,NA,NA,NA,NA
"1614","US-SRM","2022-11-20",0.278314976029523,0.417412122341649,-0.112250373,-0.408127228,0.53962907317027,0.160364769432683,0.156156714052757,0.497416937007974
"1615","US-SRM","2022-11-25",0.272618418035187,0.408867783707516,-0.115388621,-0.406424615,0.47348095330753,0.174313242431686,0.166419667699811,0.498243902367514
"1616","US-SRM","2022-11-27",NA,NA,NA,NA,NA,NA,NA,NA
"1617","US-SRM","2022-12-10",0.264049497716741,0.395997176523898,-0.194830656,-0.387019655,0.512429082756143,0.218084338239985,0.112964527564978,0.540784516
"1618","US-SRM","2022-12-15",0.223128438259757,0.334627026046593,-0.205276793,-0.336076396,0.456472175330619,0.220476304391596,0.12189350851528,0.506257542364965
"1619","US-SRM","2022-12-17",NA,NA,NA,NA,NA,NA,NA,NA
"1620","US-SRM","2022-12-22",NA,NA,NA,NA,NA,NA,NA,NA
"1621","US-SRM","2023-01-04",0.195194876224491,0.292734783948197,-0.23748703,-0.318206185,0.369178997632023,0.250473198811656,0.118275551591763,0.516428713
"1622","US-SRM","2023-01-06",NA,NA,NA,NA,NA,NA,NA,NA
"1623","US-SRM","2023-01-09",0.206246223062701,0.309310931055633,-0.242660963,-0.332345792,0.409806735908721,0.249675482222155,0.097969363,0.531823525577047
"1624","US-SRM","2023-01-11",NA,NA,NA,NA,NA,NA,NA,NA
"1625","US-SRM","2023-01-19",NA,NA,NA,NA,NA,NA,NA,NA
"1626","US-SRM","2023-01-21",NA,NA,NA,NA,NA,NA,NA,NA
"1627","US-SRM","2023-01-24",0.176099569246557,0.264100197902597,-0.248334147,-0.300639048,0.353857186767675,0.25204089547783,0.109726012238535,0.510666844248573
"1628","US-SRM","2023-01-26",NA,NA,NA,NA,NA,NA,NA,NA
"1629","US-SRM","2023-01-29",0.18121224252453,0.271769729861864,-0.246090076,-0.302781427,0.38851540098211,0.244705156517579,0.091924865,0.510657156702039
"1630","US-SRM","2023-01-31",NA,NA,NA,NA,NA,NA,NA,NA
"1631","US-SRM","2023-02-05",NA,NA,NA,NA,NA,NA,NA,NA
"1632","US-SRM","2023-02-08",NA,NA,NA,NA,NA,NA,NA,NA
"1633","US-SRM","2023-02-18",0.160137841430555,0.240164391119899,-0.279769214,-0.296632419,0.319889935498486,0.274551090225107,0.091764531,0.532047768242981
"1634","US-SRM","2023-02-28",NA,NA,NA,NA,NA,NA,NA,NA
"1635","US-SRM","2023-03-05",NA,NA,NA,NA,NA,NA,NA,NA
"1636","US-SRM","2023-03-10",NA,NA,NA,NA,NA,NA,NA,NA
"1637","US-SRM","2023-03-25",0.163025073711107,0.244495845192562,-0.263363326,-0.270094698,0.371371462,0.251605684842031,0.085896295,0.497984296738248
"1638","US-SRM","2023-03-27",NA,NA,NA,NA,NA,NA,NA,NA
"1639","US-SRM","2023-04-01",NA,NA,NA,NA,NA,NA,NA,NA
"1640","US-SRM","2023-04-06",NA,NA,NA,NA,NA,NA,NA,NA
"1641","US-SRM","2023-04-09",0.168986184125769,0.253438413723393,-0.246446694,-0.275557601,0.421051405503474,0.232973646936231,0.073501676,0.488770689093438
"1642","US-SRM","2023-04-11",NA,NA,NA,NA,NA,NA,NA,NA
"1643","US-SRM","2023-04-14",0.179850954494642,0.269736418164829,-0.206242463,-0.272567155,0.434305320862883,0.207313266599676,0.094583746,0.453279370530568
"1644","US-SRM","2023-04-19",0.206519867898944,0.309732507619984,-0.206593519,-0.297577502,0.516861924103441,0.205098742480634,0.086063676,0.474943144398952
"1645","US-SRM","2023-04-21",NA,NA,NA,NA,NA,NA,NA,NA
"1646","US-SRM","2023-04-24",0.222005859865469,0.332959026532107,-0.185582916,-0.306158094,0.520637503533637,0.195265579283776,0.105026250486631,0.465286971808258
"1647","US-SRM","2023-04-26",NA,NA,NA,NA,NA,NA,NA,NA
"1648","US-SRM","2023-04-29",0.23840758488475,0.357558899696639,-0.176686436,-0.32549043,0.596160397949296,0.184124937408899,0.09599122,0.47484006514115
"1649","US-SRM","2023-05-04",0.233451161434044,0.350125916394368,-0.180892178,-0.32255059,0.53875001597461,0.193211556,0.11385046626154,0.475646280528971
"1650","US-SRM","2023-05-06",NA,NA,NA,NA,NA,NA,NA,NA
"1651","US-SRM","2023-05-09",0.231684420254368,0.347476931411998,-0.180762911,-0.325812258,0.564557565650951,0.188913919745214,0.098972365,0.478358154339622
"1652","US-SRM","2023-05-11",NA,NA,NA,NA,NA,NA,NA,NA
"1653","US-SRM","2023-05-14",0.223122594820291,0.334635751369152,-0.202040102,-0.323201626,0.471920509,0.215398885681543,0.122016735203615,0.49297364040683
"1654","US-SRM","2023-05-16",NA,NA,NA,NA,NA,NA,NA,NA
"1655","US-SRM","2023-05-21",NA,NA,NA,NA,NA,NA,NA,NA
"1656","US-SRM","2023-05-24",0.227680765847253,0.341472879494121,-0.200764458,-0.329103047,0.499865170598784,0.211236219915634,0.12093867976715,0.496967710945648
"1657","US-SRM","2023-05-26",NA,NA,NA,NA,NA,NA,NA,NA
"1658","US-SRM","2023-05-29",0.217892475197691,0.326793075685615,-0.204155873,-0.317175476,0.519827570389927,0.206995010850692,0.105088045053225,0.489574555730061
"1659","US-SRM","2023-05-31",NA,NA,NA,NA,NA,NA,NA,NA
"1660","US-SRM","2023-06-03",0.2097356009878,0.314559909244598,-0.205504177,-0.312993345,0.45825736083109,0.215033474808206,0.121143803376211,0.487103337440777
"1661","US-SRM","2023-06-05",NA,NA,NA,NA,NA,NA,NA,NA
"1662","US-SRM","2023-06-13",0.211182476203637,0.316731064373985,-0.197825039,-0.316007528,0.463938047608303,0.20917692052776,0.124620050694555,0.483548957323275
"1663","US-SRM","2023-06-15",NA,NA,NA,NA,NA,NA,NA,NA
"1664","US-SRM","2023-06-23",0.200819526090004,0.301189062482957,-0.208746233,-0.310043875,0.429417536218927,0.219119459139627,0.129599262216769,0.487191185
"1665","US-SRM","2023-06-25",NA,NA,NA,NA,NA,NA,NA,NA
"1666","US-SRM","2023-06-28",0.185458043588972,0.278149893393047,-0.224382222,-0.293471805,0.428619632502552,0.223382567241307,0.117884672812155,0.485820365129
"1667","US-SRM","2023-06-30",NA,NA,NA,NA,NA,NA,NA,NA
"1668","US-SRM","2023-07-03",0.179542233762224,0.269277408680849,-0.2244437,-0.291766955,0.379833696305962,0.230780055596815,0.132586958638523,0.484431380270888
"1669","US-SRM","2023-07-05",NA,NA,NA,NA,NA,NA,NA,NA
"1670","US-SRM","2023-07-08",0.161396764156305,0.242064658451033,-0.236073583,-0.26339328,0.490098170671708,0.224222379515818,0.117105719290976,0.469714254498569
"1671","US-SRM","2023-07-10",NA,NA,NA,NA,NA,NA,NA,NA
"1672","US-SRM","2023-07-18",0.223053742312455,0.334536611978236,-0.213065572,-0.335998082,0.481381919695608,0.221492233671611,0.135305534489194,0.512280192381264
"1673","US-SRM","2023-07-23",NA,NA,NA,NA,NA,NA,NA,NA
"1674","US-SRM","2023-07-25",NA,NA,NA,NA,NA,NA,NA,NA
"1675","US-SRM","2023-07-30",NA,NA,NA,NA,NA,NA,NA,NA
"1676","US-SRM","2023-08-02",NA,NA,NA,NA,NA,NA,NA,NA
"1677","US-SRM","2023-08-04",NA,NA,NA,NA,NA,NA,NA,NA
"1678","US-SRM","2023-08-12",0.354398552,0.531523137095645,-0.13192584,-0.413350568,0.799262853151023,0.158127563856847,0.162987532328674,0.517087478318159
"1679","US-SRM","2023-08-22",0.425705996121825,0.638465396,-0.080192752,-0.457502888,1.01006158980934,0.113038673170671,0.184352685712948,0.518710103
"1680","US-SRM","2023-08-24",NA,NA,NA,NA,NA,NA,NA,NA
"1681","US-SRM","2023-08-27",0.344622255673689,0.516854751876777,-0.149409328,-0.416763105,0.784574482544643,0.170534567256358,0.13787126684979,0.532841178418795
"1682","US-SRM","2023-08-29",NA,NA,NA,NA,NA,NA,NA,NA
"1683","US-SRM","2023-09-03",NA,NA,NA,NA,NA,NA,NA,NA
"1684","US-SRM","2023-09-06",0.383179663967272,0.574681047281531,-0.1180033,-0.444042247,0.872935995040526,0.14629392607237,0.140858970597304,0.533894209963469
"1685","US-SRM","2023-09-11",NA,NA,NA,NA,NA,NA,NA,NA
"1686","US-SRM","2023-09-16",0.317410688958316,0.47604399420731,-0.15369593,-0.412557205,0.665409579,0.181158055793172,0.124910454,0.532282566109421
"1687","US-SRM","2023-09-18",NA,NA,NA,NA,NA,NA,NA,NA
"1688","US-SRM","2023-09-26",0.285353139939984,0.427965195116404,-0.1716605,-0.395256149,0.571414980522954,0.198743265839614,0.128344745534991,0.530683630990663
"1689","US-SRM","2023-10-01",0.276386488397183,0.414518552223651,-0.161103469,-0.383058262,0.535069656897442,0.194614293852829,0.144200127038581,0.51236399
"1690","US-SRM","2023-10-03",NA,NA,NA,NA,NA,NA,NA,NA
"1691","US-SRM","2023-10-06",NA,NA,NA,NA,NA,NA,NA,NA
"1692","US-SRM","2023-10-08",NA,NA,NA,NA,NA,NA,NA,NA
"1693","US-SRM","2023-10-11",0.268388124258151,0.402523511478133,-0.161346329,-0.385794384,0.492855558616242,0.200214424,0.151210290001466,0.514884674
"1694","US-SRM","2023-10-13",NA,NA,NA,NA,NA,NA,NA,NA
"1695","US-SRM","2023-10-16",0.249016601409447,0.373469832567337,-0.180549349,-0.372172856,0.494411167999864,0.206145658002747,0.137578463503074,0.517745421246132
"1696","US-SRM","2023-10-18",NA,NA,NA,NA,NA,NA,NA,NA
"1697","US-SRM","2023-10-23",NA,NA,NA,NA,NA,NA,NA,NA
"1698","US-SRM","2023-10-26",0.268730267251015,0.403034935897562,-0.167587711,-0.393993035,0.510826503309554,0.200992472754517,0.149556163366593,0.526602425607062
"1699","US-SRM","2023-10-28",NA,NA,NA,NA,NA,NA,NA,NA
"1700","US-SRM","2023-10-31",0.269166817528322,0.40369187995737,-0.143044189,-0.394263468,0.474050693808992,0.192008915789325,0.152000969267549,0.508398586078688
"1701","US-SRM","2023-11-02",NA,NA,NA,NA,NA,NA,NA,NA
"1702","US-SRM","2023-11-05",0.249356445129343,0.373978562557155,-0.175674285,-0.380818755,0.465663823404232,0.208845581878529,0.137147393125231,0.52135822022754
"1703","US-SRM","2023-11-07",NA,NA,NA,NA,NA,NA,NA,NA
"1704","US-SRM","2023-11-10",0.257870630358932,0.386750111119253,-0.142497973,-0.385863835,0.451182123148914,0.192720342432,0.152289971989643,0.500648312594212
"1705","US-SRM","2023-11-12",NA,NA,NA,NA,NA,NA,NA,NA
"1706","US-SRM","2023-11-17",NA,NA,NA,NA,NA,NA,NA,NA
"1707","US-SRM","2023-11-20",0.253944974488141,0.380858854147183,-0.168605667,-0.391346225,0.428642047711523,0.214801939660693,0.151959036720567,0.52506637712687
"1708","US-SRM","2023-11-22",NA,NA,NA,NA,NA,NA,NA,NA
"1709","US-SRM","2023-12-02",NA,NA,NA,NA,NA,NA,NA,NA
"1710","US-SRM","2023-12-05",0.244240218601335,0.366303758928348,-0.184549507,-0.380568701,0.443654719908467,0.217838485182933,0.137831344817269,0.527819763325457
"1711","US-SRM","2023-12-07",NA,NA,NA,NA,NA,NA,NA,NA
"1712","US-SRM","2023-12-10",0.250387975006804,0.3755241278957,-0.158835407,-0.389849849,0.417616694868381,0.209508381458281,0.147248818961792,0.516478628457455
"1713","US-SRM","2023-12-15",0.240847106435591,0.361215851193879,-0.166211094,-0.376817576,0.437807432106626,0.205278080119805,0.134362335790901,0.510818851013768
"1714","US-SRM","2023-12-17",NA,NA,NA,NA,NA,NA,NA,NA
"1715","US-SRM","2023-12-25",0.222238611725584,0.33330176329964,-0.171470945,-0.358413572,0.408148976192192,0.20798194324515,0.144012626269563,0.499029158092803
"1716","US-SRM","2023-12-27",NA,NA,NA,NA,NA,NA,NA,NA
"1717","US-Whs","2019-01-15",NA,NA,NA,NA,NA,NA,NA,NA
"1718","US-Whs","2019-01-17",0.144921655838671,0.217347990457962,-0.186966418,-0.278264837,0.267415853635982,0.22081167530997,0.060782866,0.441440554033527
"1719","US-Whs","2019-01-20",0.161096947765791,0.241605168686177,-0.149228056,-0.30311643,0.269531939392629,0.206894054501614,0.0460629332207078,0.431991717855079
"1720","US-Whs","2019-01-22",0.148271518156738,0.222373927541612,-0.170285631,-0.289879547,0.262680145902781,0.21409236440139,0.071364345,0.437883099723958
"1721","US-Whs","2019-01-25",0.154920651114007,0.232343200378997,-0.151250436,-0.292639004,0.265394614670901,0.205385096840912,0.074474073,0.424500653586207
"1722","US-Whs","2019-02-01",0.120444885186044,0.180640971494088,-0.183931352,-0.241427455,0.241009718333204,0.210745790619451,0.070098213,0.406938639350066
"1723","US-Whs","2019-02-11",0.145547888999526,0.218289947812273,-0.165347597,-0.274869122,0.273922565294126,0.204146292295751,0.081447899,0.420678141
"1724","US-Whs","2019-02-26",0.134770380642814,0.20212756815983,-0.166938841,-0.261982461,0.264781749732983,0.201465220110021,0.050594332,0.410511937714742
"1725","US-Whs","2019-03-01",0.130271547235012,0.195377773093324,-0.161781675,-0.261273343,0.243909736657339,0.203190958278574,0.0439377574041652,0.405488042524813
"1726","US-Whs","2019-03-03",0.124382045020238,0.18654813179394,-0.170722785,-0.248152063,0.236844922411262,0.207143161306338,0.067850342,0.401481925183604
"1727","US-Whs","2019-03-18",0.129321858487678,0.19395805675356,-0.167119044,-0.249089509,0.277534596221293,0.193378502107129,0.049832523,0.399307089974264
"1728","US-Whs","2019-03-28",0.150425410232121,0.225611079372265,-0.135791236,-0.265751869,0.329708709220281,0.170867357248804,0.0520943456330215,0.387324613350294
"1729","US-Whs","2019-03-31",0.168669233091578,0.25296998988547,-0.119312523,-0.290993206,0.346313136326879,0.165575271619073,0.052162083,0.396278540910816
"1730","US-Whs","2019-04-02",0.163225252545749,0.24480940854145,-0.121077378,-0.279782367,0.331715747005236,0.168061247023562,0.073746821,0.387464481675589
"1731","US-Whs","2019-04-07",0.167893978066094,0.251811484045304,-0.12449024,-0.277976337,0.371363988591548,0.162317701282476,0.06036262,0.388760212200864
"1732","US-Whs","2019-04-10",0.192434799106438,0.288615669854341,-0.087937491,-0.308040021,0.393139813830816,0.145164681973306,0.060541331,0.385262482
"1733","US-Whs","2019-04-15",0.189257269513498,0.283850407189806,-0.094173453,-0.30902015,0.366242264579347,0.15453710453962,0.088320033,0.39152058938579
"1734","US-Whs","2019-04-20",0.185734760411085,0.278566734242888,-0.107669121,-0.30758631,0.371403716858188,0.160260814073536,0.062400066,0.401665741209287
"1735","US-Whs","2019-04-25",0.178405812485045,0.267575048579958,-0.113701945,-0.299218945,0.34953760620881,0.166318946374691,0.087876625,0.39909256621101
"1736","US-Whs","2019-04-27",0.173277504530728,0.259887763202497,-0.118638583,-0.284666206,0.382096391864341,0.158422289644039,0.062816794,0.389964312732654
"1737","US-Whs","2019-04-30",0.181272894,0.271875727691384,-0.111150603,-0.30539974,0.364914130184263,0.161705272441174,0.06420387,0.402656796969702
"1738","US-Whs","2019-05-05",0.173224357691786,0.259805420450104,-0.108210221,-0.296166634,0.33590413838052,0.163797862820823,0.087474253,0.391628922276614
"1739","US-Whs","2019-05-07",NA,NA,NA,NA,NA,NA,NA,NA
"1740","US-Whs","2019-05-15",NA,NA,NA,NA,NA,NA,NA,NA
"1741","US-Whs","2019-05-17",NA,NA,NA,NA,NA,NA,NA,NA
"1742","US-Whs","2019-05-22",0.157880245536598,0.236796654270571,-0.110995802,-0.270074848,0.327847014496897,0.159661588792199,0.079734723,0.369832042275903
"1743","US-Whs","2019-05-25",0.165254086382651,0.24785223186919,-0.108993015,-0.288150765,0.32295689899258,0.164022736902824,0.086978947,0.384867156419109
"1744","US-Whs","2019-05-27",0.152864027329965,0.229273119638197,-0.123655385,-0.267338838,0.331447732526966,0.163805119052636,0.061438766,0.378341969712628
"1745","US-Whs","2019-05-30",0.159079002446847,0.238590330947741,-0.122362771,-0.285667472,0.322588553,0.168936093555183,0.061810969,0.39408696331656
"1746","US-Whs","2019-06-01",0.149155878478022,0.223711698756748,-0.122541816,-0.264015716,0.309956915870875,0.167040190799623,0.080322375,0.374321463391554
"1747","US-Whs","2019-06-04",0.149773040838063,0.224633354464424,-0.12770742,-0.276727019,0.293749796339298,0.175912914107745,0.088103926,0.390451911025311
