"","Site","Date","NDVI","SAVI","NDMI","NDWI","EVI","BSI","NSMI","NDSI"
"1","US-CMW","2019-01-15",NA,NA,NA,NA,NA,NA,NA,NA
"2","US-CMW","2019-01-17",NA,NA,NA,NA,NA,NA,NA,NA
"3","US-CMW","2019-01-20",0.301241955530738,0.451688960391746,-0.332288748,-0.528078074,0.354696490356049,0.38411079188841,0.077670662,0.72600670495452
"4","US-CMW","2019-01-22",NA,NA,NA,NA,NA,NA,NA,NA
"5","US-CMW","2019-01-25",0.25746216851628,0.386059710331381,-0.32257776,-0.439470486,0.34933377745247,0.35366701920085,0.109461381533726,0.663976875116913
"6","US-CMW","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA
"7","US-CMW","2019-02-11",NA,NA,NA,NA,NA,NA,NA,NA
"8","US-CMW","2019-02-26",NA,NA,NA,NA,NA,NA,NA,NA
"9","US-CMW","2019-03-01",0.219289019601762,0.328833330969685,-0.325093323,-0.367122027,0.374238464838848,0.326170592420473,0.076499415,0.615946173
"10","US-CMW","2019-03-03",NA,NA,NA,NA,NA,NA,NA,NA
"11","US-CMW","2019-03-18",NA,NA,NA,NA,NA,NA,NA,NA
"12","US-CMW","2019-03-28",NA,NA,NA,NA,NA,NA,NA,NA
"13","US-CMW","2019-03-31",0.220939741572365,0.331328790867624,-0.285980641,-0.337116438,0.483946678850637,0.273298295356563,0.08300269,0.567423303781078
"14","US-CMW","2019-04-02",NA,NA,NA,NA,NA,NA,NA,NA
"15","US-CMW","2019-04-07",NA,NA,NA,NA,NA,NA,NA,NA
"16","US-CMW","2019-04-10",0.255565293311299,0.383260467048926,-0.257846146,-0.371830562,0.522608479981177,0.258740653476111,0.093215352,0.574055709
"17","US-CMW","2019-04-15",0.256393192031148,0.384502036554567,-0.271950198,-0.383010277,0.475582282109231,0.278559890245413,0.119998358426196,0.592284025830314
"18","US-CMW","2019-04-20",0.274861639339702,0.412199541045395,-0.267014129,-0.392511628,0.543932147858766,0.268955316,0.104449966223185,0.596178387872578
"19","US-CMW","2019-04-25",0.308265816851201,0.462295398112142,-0.248495985,-0.40767402,0.591369456179257,0.258658671804112,0.142092359547574,0.59513512067444
"20","US-CMW","2019-04-27",NA,NA,NA,NA,NA,NA,NA,NA
"21","US-CMW","2019-04-30",0.414517369020426,0.621645495445957,-0.13412113,-0.447446663,0.915270165407405,0.158707187405745,0.136433792287531,0.549137102876484
"22","US-CMW","2019-05-05",0.490613552769405,0.735776368175101,-0.044148919,-0.49362921,1.05134077939491,0.088145472,0.176831233080082,0.528405101550047
"23","US-CMW","2019-05-07",NA,NA,NA,NA,NA,NA,NA,NA
"24","US-CMW","2019-05-15",NA,NA,NA,NA,NA,NA,NA,NA
"25","US-CMW","2019-05-17",NA,NA,NA,NA,NA,NA,NA,NA
"26","US-CMW","2019-05-22",NA,NA,NA,NA,NA,NA,NA,NA
"27","US-CMW","2019-05-25",0.585440728022866,0.878008323026653,0.081764749,-0.570263136,1.29785304385234,-0.022806026,0.209047463755452,0.517376591307487
"28","US-CMW","2019-05-27",NA,NA,NA,NA,NA,NA,NA,NA
"29","US-CMW","2019-05-30",0.589358399060191,0.883885501366385,0.092908002,-0.569940029,1.43575229791397,-0.038507382,0.194160480045518,0.508013307764863
"30","US-CMW","2019-06-01",NA,NA,NA,NA,NA,NA,NA,NA
"31","US-CMW","2019-06-04",0.586619163223526,0.879782144621806,0.090462105,-0.573291334,1.35401125521862,-0.032699602,0.225205696263562,0.514290402059317
"32","US-CMW","2019-06-06",NA,NA,NA,NA,NA,NA,NA,NA
"33","US-CMW","2019-06-09",0.599557774605212,0.899185214027115,0.092671251,-0.574083783,1.4808822557881,-0.040961813,0.21028723,0.513377659861588
"34","US-CMW","2019-06-11",NA,NA,NA,NA,NA,NA,NA,NA
"35","US-CMW","2019-06-14",0.599145919309473,0.898573643320373,0.095348446,-0.581177676,1.40133042478172,-0.039111142,0.239094355596717,0.519816942614321
"36","US-CMW","2019-06-16",NA,NA,NA,NA,NA,NA,NA,NA
"37","US-CMW","2019-06-19",0.579158789375542,0.868593099608193,0.081721397,-0.565398994,1.44677046713626,-0.030497612,0.21107620889201,0.51222823787757
"38","US-CMW","2019-06-21",NA,NA,NA,NA,NA,NA,NA,NA
"39","US-CMW","2019-06-24",0.575673049276,0.863367388885882,0.082945746,-0.569977977,1.32110286574741,-0.02444122,0.231739257552753,0.516228028291619
"40","US-CMW","2019-07-01",NA,NA,NA,NA,NA,NA,NA,NA
"41","US-CMW","2019-07-04",0.576041781,0.863920382,0.067059957,-0.570431658,1.3412197091356,-0.012999399,0.246625395569001,0.528421201587686
"42","US-CMW","2019-07-09",NA,NA,NA,NA,NA,NA,NA,NA
"43","US-CMW","2019-07-14",0.561739478751052,0.84246740342314,0.04637647,-0.556362275,1.37293368692938,0.001150792,0.253435473523599,0.52872951045498
"44","US-CMW","2019-07-16",NA,NA,NA,NA,NA,NA,NA,NA
"45","US-CMW","2019-07-21",NA,NA,NA,NA,NA,NA,NA,NA
"46","US-CMW","2019-08-03",0.581841626374374,0.872591858051013,0.046974961,-0.555785663,1.51459205520159,-0.006193379,0.226101192481034,0.527558034119222
"47","US-CMW","2019-08-05",NA,NA,NA,NA,NA,NA,NA,NA
"48","US-CMW","2019-08-08",NA,NA,NA,NA,NA,NA,NA,NA
"49","US-CMW","2019-08-13",0.634377769649756,0.951377565366318,0.05744349,-0.608361981,1.48899733965578,-0.013765805,0.239039045884104,0.577169315598898
"50","US-CMW","2019-08-15",NA,NA,NA,NA,NA,NA,NA,NA
"51","US-CMW","2019-08-20",NA,NA,NA,NA,NA,NA,NA,NA
"52","US-CMW","2019-08-23",0.584265779762545,0.876230807815827,0.041229393,-0.563769639,1.49731054820492,-0.000864,0.23687942,0.540223210077707
"53","US-CMW","2019-08-25",NA,NA,NA,NA,NA,NA,NA,NA
"54","US-CMW","2019-08-30",NA,NA,NA,NA,NA,NA,NA,NA
"55","US-CMW","2019-09-04",NA,NA,NA,NA,NA,NA,NA,NA
"56","US-CMW","2019-09-07",NA,NA,NA,NA,NA,NA,NA,NA
"57","US-CMW","2019-09-12",NA,NA,NA,NA,NA,NA,NA,NA
"58","US-CMW","2019-09-17",NA,NA,NA,NA,NA,NA,NA,NA
"59","US-CMW","2019-09-19",NA,NA,NA,NA,NA,NA,NA,NA
"60","US-CMW","2019-09-29",NA,NA,NA,NA,NA,NA,NA,NA
"61","US-CMW","2019-10-02",0.673153856267299,1.00951857923256,0.100339785058917,-0.630344159,1.50939101924103,-0.050276392,0.259795631951181,0.572137025316254
"62","US-CMW","2019-10-07",0.663180100946861,0.994558461075627,0.101204552693618,-0.623439546,1.65719470541988,-0.057149975,0.234757341228566,0.562922226543414
"63","US-CMW","2019-10-09",NA,NA,NA,NA,NA,NA,NA,NA
"64","US-CMW","2019-10-12",0.665313339,0.997760343545232,0.099880206,-0.632081003,1.44451480843976,-0.045705171,0.255093008121187,0.573703145869848
"65","US-CMW","2019-10-17",0.657732465001024,0.986390281273492,0.105010590288936,-0.619950894,1.59881349560157,-0.056830304,0.236063908047517,0.555296816767744
"66","US-CMW","2019-10-19",NA,NA,NA,NA,NA,NA,NA,NA
"67","US-CMW","2019-10-22",0.642553403,0.963631376584101,0.109024120482746,-0.614016031,1.46588472032139,-0.052734417,0.256651018146476,0.545074312304562
"68","US-CMW","2019-10-24",NA,NA,NA,NA,NA,NA,NA,NA
"69","US-CMW","2019-10-27",0.61080113047723,0.916003268701118,0.077232833,-0.594897213,1.44390687543368,-0.025665387,0.217747327,0.545600876364279
"70","US-CMW","2019-10-29",NA,NA,NA,NA,NA,NA,NA,NA
"71","US-CMW","2019-11-01",0.528461049670676,0.792509404119107,-0.052490554,-0.550603425,1.09381532279607,0.096035556,0.232687250589131,0.587352535
"72","US-CMW","2019-11-13",NA,NA,NA,NA,NA,NA,NA,NA
"73","US-CMW","2019-11-18",NA,NA,NA,NA,NA,NA,NA,NA
"74","US-CMW","2019-11-23",NA,NA,NA,NA,NA,NA,NA,NA
"75","US-CMW","2019-11-26",-0.005103504,-0.007654964,0.143099916828089,0.034662905,0.030061475,-0.099428194,0.048366312,-0.176840879
"76","US-CMW","2019-12-01",0.332001713375874,0.497821860268772,-0.262946499,-0.519191172,0.420067372470373,0.322230696267083,0.153170099233446,0.682317431286245
"77","US-CMW","2019-12-03",NA,NA,NA,NA,NA,NA,NA,NA
"78","US-CMW","2019-12-13",NA,NA,NA,NA,NA,NA,NA,NA
"79","US-CMW","2019-12-21",NA,NA,NA,NA,NA,NA,NA,NA
"80","US-CMW","2019-12-26",0.281008791476826,0.42135523504825,-0.296493364,-0.442540738,0.464873473136623,0.310704772792621,0.097289691,0.649856782627742
"81","US-CMW","2020-01-05",0.29005823904189,0.434922608538745,-0.308660539,-0.461205179,0.437633599490029,0.331176017664046,0.083397048,0.669230209029164
"82","US-CMW","2020-01-12",NA,NA,NA,NA,NA,NA,NA,NA
"83","US-CMW","2020-01-17",NA,NA,NA,NA,NA,NA,NA,NA
"84","US-CMW","2020-01-25",0.29231279269456,0.438298390070367,-0.338599361,-0.471647437,0.41894349120312,0.360198437798365,0.081077092,0.69331101310275
"85","US-CMW","2020-01-27",NA,NA,NA,NA,NA,NA,NA,NA
"86","US-CMW","2020-01-30",0.267807797206471,0.401568974925526,-0.32591398,-0.423342174,0.410776275011772,0.34107095525258,0.108319752341436,0.65442934092001
"87","US-CMW","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA
"88","US-CMW","2020-02-06",NA,NA,NA,NA,NA,NA,NA,NA
"89","US-CMW","2020-02-14",NA,NA,NA,NA,NA,NA,NA,NA
"90","US-CMW","2020-02-16",NA,NA,NA,NA,NA,NA,NA,NA
"91","US-CMW","2020-02-24",NA,NA,NA,NA,NA,NA,NA,NA
"92","US-CMW","2020-03-07",NA,NA,NA,NA,NA,NA,NA,NA
"93","US-CMW","2020-03-15",0.297639152341316,0.446331158445319,-0.262531929,-0.385622054,0.683626076818118,0.25619172229328,0.078850303,0.58617928463647
"94","US-CMW","2020-03-20",0.342445053037557,0.513520266626956,-0.265730199,-0.450958968,0.592124345407011,0.284095190595492,0.115344804182679,0.637046167250535
"95","US-CMW","2020-03-25",0.322858738543244,0.484157547685492,-0.240062239,-0.400389836,0.729295082,0.239573957447681,0.085049308,0.583178800068271
"96","US-CMW","2020-03-30",0.312184371738183,0.468166342559901,-0.189014447,-0.383271275,0.755638636670614,0.19541008870031,0.11011110120574,0.533121692056301
"97","US-CMW","2020-04-04",0.372687477213277,0.558891914065896,-0.197937597,-0.459527057,0.773274370706655,0.214071866130076,0.098162258,0.602002367776222
"98","US-CMW","2020-04-09",0.378066102322678,0.566963668,-0.192188351,-0.466234567,0.725063863906182,0.216261712015297,0.129218791646504,0.603721680643278
"99","US-CMW","2020-04-14",0.378526861935425,0.567657294397933,-0.192693748,-0.461754794,0.813072016573465,0.206758155024966,0.111539784343302,0.600547384539236
"100","US-CMW","2020-04-16",NA,NA,NA,NA,NA,NA,NA,NA
"101","US-CMW","2020-04-21",NA,NA,NA,NA,NA,NA,NA,NA
"102","US-CMW","2020-04-24",0.355029583312201,0.532424836202595,-0.190868252,-0.43990567,0.758695448776035,0.206172977036399,0.114159954196989,0.580992521941284
"103","US-CMW","2020-04-26",NA,NA,NA,NA,NA,NA,NA,NA
"104","US-CMW","2020-04-29",0.391782056753661,0.587547824550905,-0.144142859,-0.439519059,0.813762925,0.1728073529966,0.153916441378144,0.548391647922977
"105","US-CMW","2020-05-04",0.50872935,0.76294347965908,-0.018422415,-0.499029322,1.17342457751466,0.062234678,0.164958358045155,0.513868260105814
"106","US-CMW","2020-05-06",NA,NA,NA,NA,NA,NA,NA,NA
"107","US-CMW","2020-05-16",NA,NA,NA,NA,NA,NA,NA,NA
"108","US-CMW","2020-05-19",0.595813275143203,0.893570964676811,0.110610198562679,-0.582873652,1.32163004810862,-0.045570258,0.235035255807941,0.509056470060861
"109","US-CMW","2020-05-21",NA,NA,NA,NA,NA,NA,NA,NA
"110","US-CMW","2020-05-24",0.573898303091358,0.860701947272779,0.100213731806677,-0.566800894,1.36922766150872,-0.039484652,0.209066132209257,0.498003291961151
"111","US-CMW","2020-05-26",NA,NA,NA,NA,NA,NA,NA,NA
"112","US-CMW","2020-05-29",0.550159067060724,0.825106099744739,0.09156015,-0.528496037,1.509872569,-0.038764633,0.248393123172357,0.462059817061871
"113","US-CMW","2020-05-31",NA,NA,NA,NA,NA,NA,NA,NA
"114","US-CMW","2020-06-03",0.584942932794534,0.877265014297945,0.076190874,-0.569245733,1.524910118,-0.028206766,0.230493771800663,0.518795128
"115","US-CMW","2020-06-08",0.57821108734549,0.867168802808259,0.067328415,-0.579143156,1.3041771821181,-0.009930025,0.241194067520973,0.53604347988149
"116","US-CMW","2020-06-10",NA,NA,NA,NA,NA,NA,NA,NA
"117","US-CMW","2020-06-13",0.279220355333915,0.418781025624978,0.032159284,-0.261223844,0.288476272733205,-0.026941464,0.167667718434148,0.234370628732384
"118","US-CMW","2020-06-15",NA,NA,NA,NA,NA,NA,NA,NA
"119","US-CMW","2020-06-18",0.59030843833777,0.885311308366397,0.070540481,-0.594637123,1.30616515020648,-0.012249094,0.237055966952069,0.55077687703312
"120","US-CMW","2020-06-20",NA,NA,NA,NA,NA,NA,NA,NA
"121","US-CMW","2020-06-23",0.529454766646018,0.794052387961484,0.07520452,-0.517092529,1.70898510669113,-0.031681069,0.21558303983785,0.461631701486375
"122","US-CMW","2020-06-25",NA,NA,NA,NA,NA,NA,NA,NA
"123","US-CMW","2020-06-28",0.587897653371558,0.88170089574359,0.079274766,-0.582721672,1.39699585714845,-0.024182452,0.253900377114754,0.531584814936512
"124","US-CMW","2020-06-30",NA,NA,NA,NA,NA,NA,NA,NA
"125","US-CMW","2020-07-03",0.595201251754258,0.892644516665534,0.064558904,-0.578667954,1.50729376532133,-0.018389856,0.229224939696203,0.538056023858619
"126","US-CMW","2020-07-05",NA,NA,NA,NA,NA,NA,NA,NA
"127","US-CMW","2020-07-08",0.544652170813396,0.816842209210042,0.0504448729307721,-0.541790778,1.36716341891773,-0.000668,0.233786421454062,0.508763935289052
"128","US-CMW","2020-07-10",NA,NA,NA,NA,NA,NA,NA,NA
"129","US-CMW","2020-07-13",NA,NA,NA,NA,NA,NA,NA,NA
"130","US-CMW","2020-07-28",0.615439924426149,0.92226395479322,0.0159949977182726,-0.61305132,1.08367691286974,0.019849699,0.222693218416787,0.603956978392442
"131","US-CMW","2020-07-30",NA,NA,NA,NA,NA,NA,NA,NA
"132","US-CMW","2020-08-04",NA,NA,NA,NA,NA,NA,NA,NA
"133","US-CMW","2020-08-09",NA,NA,NA,NA,NA,NA,NA,NA
"134","US-CMW","2020-08-14",NA,NA,NA,NA,NA,NA,NA,NA
"135","US-CMW","2020-08-17",0.539361926545231,0.808893317205238,0.0433305596261197,-0.521588678,1.68574134073031,-0.007401238,0.239374968004355,0.491811597
"136","US-CMW","2020-08-19",NA,NA,NA,NA,NA,NA,NA,NA
"137","US-CMW","2020-08-24",NA,NA,NA,NA,NA,NA,NA,NA
"138","US-CMW","2020-08-27",0.547169953960227,0.820598807616824,0.040896216,-0.533955216,1.56060997255827,-0.001364501,0.229590613176457,0.50716421
"139","US-CMW","2020-09-03",NA,NA,NA,NA,NA,NA,NA,NA
"140","US-CMW","2020-09-06",0.609639125610943,0.914280841683213,0.077262819,-0.575896524,1.66134523340781,-0.034640811,0.244088024823663,0.525115476684459
"141","US-CMW","2020-09-08",NA,NA,NA,NA,NA,NA,NA,NA
"142","US-CMW","2020-09-13",NA,NA,NA,NA,NA,NA,NA,NA
"143","US-CMW","2020-09-16",0.559602291602684,0.839249160324185,0.088706393,-0.540255938,1.54478979660958,-0.0373516,0.247603769692606,0.476489459745964
"144","US-CMW","2020-09-18",NA,NA,NA,NA,NA,NA,NA,NA
"145","US-CMW","2020-09-21",0.586120965646485,0.87901301325881,0.088626626,-0.558459187,1.72737814257989,-0.045001825,0.222707458993095,0.497038284221199
"146","US-CMW","2020-09-23",NA,NA,NA,NA,NA,NA,NA,NA
"147","US-CMW","2020-09-26",0.587881267378458,0.881648121642814,0.069358285,-0.569007024,1.50376112583581,-0.021489152,0.245569763581433,0.523403007352517
"148","US-CMW","2020-09-28",NA,NA,NA,NA,NA,NA,NA,NA
"149","US-CMW","2020-10-01",0.601724387203416,0.902406482073354,0.088233997,-0.592159247,1.53065711866173,-0.037380339,0.217988542876739,0.534975406395804
"150","US-CMW","2020-10-03",NA,NA,NA,NA,NA,NA,NA,NA
"151","US-CMW","2020-10-06",0.570044591246166,0.854901613222465,0.075073231,-0.559664108,1.48222506629681,-0.024434001,0.245072188909497,0.509024537031249
"152","US-CMW","2020-10-08",NA,NA,NA,NA,NA,NA,NA,NA
"153","US-CMW","2020-10-11",0.591826995871887,0.887558910844621,0.077176861,-0.583236624,1.49047226765704,-0.026641463,0.218923942805945,0.533315254777622
"154","US-CMW","2020-10-13",NA,NA,NA,NA,NA,NA,NA,NA
"155","US-CMW","2020-10-16",0.588256241955333,0.882206875,0.071397218,-0.583618507,1.34796851535888,-0.01480347,0.247929595271057,0.5378411074277
"156","US-CMW","2020-10-18",NA,NA,NA,NA,NA,NA,NA,NA
"157","US-CMW","2020-10-23",NA,NA,NA,NA,NA,NA,NA,NA
"158","US-CMW","2020-10-28",NA,NA,NA,NA,NA,NA,NA,NA
"159","US-CMW","2020-11-02",NA,NA,NA,NA,NA,NA,NA,NA
"160","US-CMW","2020-11-05",0.478531988008636,0.717635352058991,-0.11231999,-0.534934165,0.837219237052405,0.163205848227536,0.24181327833654,0.609530098537478
"161","US-CMW","2020-11-10",0.453011264370786,0.679351139,-0.137885324,-0.557916415,0.720856787716473,0.194714912921233,0.198537686629007,0.643920106975614
"162","US-CMW","2020-11-15",0.427479500859089,0.641061175885724,-0.162830396,-0.545190924,0.61685507023447,0.226669588739706,0.222936796446208,0.647796909904153
"163","US-CMW","2020-11-17",NA,NA,NA,NA,NA,NA,NA,NA
"164","US-CMW","2020-11-22",NA,NA,NA,NA,NA,NA,NA,NA
"165","US-CMW","2020-11-25",0.39969196404526,0.5993854387866,-0.179858053,-0.545678946,0.533436375133385,0.25123223115004,0.217093187292817,0.657048960424156
"166","US-CMW","2020-11-27",NA,NA,NA,NA,NA,NA,NA,NA
"167","US-CMW","2020-11-30",NA,NA,NA,NA,NA,NA,NA,NA
"168","US-CMW","2020-12-02",NA,NA,NA,NA,NA,NA,NA,NA
"169","US-CMW","2020-12-05",0.357684139952744,0.536388827022231,-0.19543771,-0.50824191,0.501839618,0.256487964865964,0.211357692121012,0.637078731528665
"170","US-CMW","2020-12-07",NA,NA,NA,NA,NA,NA,NA,NA
"171","US-CMW","2020-12-12",NA,NA,NA,NA,NA,NA,NA,NA
"172","US-CMW","2020-12-15",0.318794743023979,0.478070897793057,-0.188973677,-0.506218838,0.433986712707356,0.256324841019216,0.205490652716789,0.631556763869355
"173","US-CMW","2020-12-17",NA,NA,NA,NA,NA,NA,NA,NA
"174","US-CMW","2020-12-30",0.312586618336122,0.468760497423607,-0.187690805,-0.517652851,0.44046437732056,0.250358629756406,0.170413913507508,0.640257205153122
"175","US-CMW","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA
"176","US-CMW","2021-01-04",0.30041287079487,0.450501517795358,-0.223262788,-0.50695807,0.385869551324004,0.289836873802789,0.198465098160052,0.652426066113755
"177","US-CMW","2021-01-09",0.282087216206601,0.423024171358896,-0.201889162,-0.461603669,0.427073270116762,0.251374426059631,0.161621697646895,0.604625055117324
"178","US-CMW","2021-01-11",NA,NA,NA,NA,NA,NA,NA,NA
"179","US-CMW","2021-01-21",NA,NA,NA,NA,NA,NA,NA,NA
"180","US-CMW","2021-01-31",NA,NA,NA,NA,NA,NA,NA,NA
"181","US-CMW","2021-02-03",0.191571113421004,0.287299700046324,-0.183202327,-0.316666662,0.381210651637486,0.20944031024462,0.142104975608618,0.471546171714427
"182","US-CMW","2021-02-05",NA,NA,NA,NA,NA,NA,NA,NA
"183","US-CMW","2021-02-08",0.286283673653541,0.4293123,-0.241748285,-0.500871393,0.378152766380598,0.298893070548326,0.141966736023104,0.65794593433345
"184","US-CMW","2021-02-15",NA,NA,NA,NA,NA,NA,NA,NA
"185","US-CMW","2021-02-20",NA,NA,NA,NA,NA,NA,NA,NA
"186","US-CMW","2021-02-25",NA,NA,NA,NA,NA,NA,NA,NA
"187","US-CMW","2021-03-05",0.230527117521153,0.345715534618655,-0.225635545,-0.389748595,0.376014858206005,0.25920243481223,0.164057194,0.563499955138032
"188","US-CMW","2021-03-10",0.244219926256514,0.366248734875453,-0.230813995,-0.420861735,0.378537043103717,0.268965540563242,0.140931440095826,0.591321229731047
"189","US-CMW","2021-03-12",NA,NA,NA,NA,NA,NA,NA,NA
"190","US-CMW","2021-03-17",NA,NA,NA,NA,NA,NA,NA,NA
"191","US-CMW","2021-03-20",0.237260532014741,0.355813606101637,-0.247026399,-0.415607405,0.367224675325449,0.280614331279572,0.139817415192982,0.598209983152942
"192","US-CMW","2021-03-30",0.240105843953199,0.360082649240439,-0.24300543,-0.41152264,0.399506472254494,0.269193007040334,0.136647196322861,0.592418731295968
"193","US-CMW","2021-04-04",0.220213672058784,0.330253835630312,-0.244447467,-0.377771614,0.369092774237832,0.269071327563681,0.156837865183529,0.567678365447131
"194","US-CMW","2021-04-06",NA,NA,NA,NA,NA,NA,NA,NA
"195","US-CMW","2021-04-09",0.225682885672894,0.338457330754526,-0.236757428,-0.379039635,0.397772524578134,0.25787658108958,0.132797652797737,0.563653245071089
"196","US-CMW","2021-04-19",0.227703462698533,0.341490814873439,-0.234360103,-0.37613508,0.419265644492221,0.251525206534306,0.144062193077125,0.560006464723863
"197","US-CMW","2021-04-21",NA,NA,NA,NA,NA,NA,NA,NA
"198","US-CMW","2021-04-24",0.226588876966545,0.33982090001658,-0.22803736,-0.37357075,0.396012355899177,0.252432344852061,0.162225607604794,0.553235043812866
"199","US-CMW","2021-04-26",NA,NA,NA,NA,NA,NA,NA,NA
"200","US-CMW","2021-05-01",NA,NA,NA,NA,NA,NA,NA,NA
"201","US-CMW","2021-05-04",0.280733814180609,0.421024293655283,-0.186907432,-0.392534188,0.514768447186949,0.217822822974972,0.169268965270429,0.539234135060358
"202","US-CMW","2021-05-06",NA,NA,NA,NA,NA,NA,NA,NA
"203","US-CMW","2021-05-09",NA,NA,NA,NA,NA,NA,NA,NA
"204","US-CMW","2021-05-11",NA,NA,NA,NA,NA,NA,NA,NA
"205","US-CMW","2021-05-14",NA,NA,NA,NA,NA,NA,NA,NA
"206","US-CMW","2021-05-16",NA,NA,NA,NA,NA,NA,NA,NA
"207","US-CMW","2021-05-19",0.494288905610155,0.741309350859939,0.027692976,-0.506270439,1.1629021469344,0.0261708212618773,0.197270688525341,0.488675759096008
"208","US-CMW","2021-05-24",0.535522842113848,0.803155665747728,0.064022063,-0.554135836,1.14400714049393,0.001196168,0.229339076091521,0.512957820185841
"209","US-CMW","2021-05-29",0.550932789790407,0.82626952327623,0.082512741,-0.557621478,1.26890978484436,-0.020709289,0.21835839375247,0.50274972924835
"210","US-CMW","2021-05-31",NA,NA,NA,NA,NA,NA,NA,NA
"211","US-CMW","2021-06-03",0.510165848705099,0.765130009816079,0.055228074,-0.520463094,1.25569239799448,0.00091943764954264,0.239710882484179,0.482695407301259
"212","US-CMW","2021-06-13",0.517704080380949,0.776439866465847,0.070012606,-0.522142132,1.30886880394718,-0.012737774,0.24760066658353,0.47312723654423
"213","US-CMW","2021-06-15",NA,NA,NA,NA,NA,NA,NA,NA
"214","US-CMW","2021-06-18",0.512466982548508,0.768582509499728,0.05899693,-0.519595753,1.38139322830556,-0.007761135,0.228810772858617,0.478532019675878
"215","US-CMW","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA
"216","US-CMW","2021-06-28",0.536926629,0.805260236556923,0.052500622,-0.542592061,1.39741105066973,-0.003761863,0.225018324758898,0.508490518050477
"217","US-CMW","2021-07-08",0.565400732218286,0.847962824,0.073268847,-0.548609902,1.7019106422498,-0.032092956,0.224389252380971,0.499119654689928
"218","US-CMW","2021-07-10",NA,NA,NA,NA,NA,NA,NA,NA
"219","US-CMW","2021-07-13",0.482257223527184,0.723267853963894,0.079189397,-0.456860128,2.11095029662282,-0.042387952,0.266731705734348,0.392953332659874
"220","US-CMW","2021-07-28",0.743699887781188,1.11535283171851,0.189193122569791,-0.65944952,2.14962478649619,-0.149808778,0.284027434865071,0.540702187
"221","US-CMW","2021-07-30",NA,NA,NA,NA,NA,NA,NA,NA
"222","US-CMW","2021-08-02",0.442215234,0.663236675413965,0.091772084,-0.409165204,1.99766376748634,-0.055298287,0.204817324259797,0.342203861605106
"223","US-CMW","2021-08-04",NA,NA,NA,NA,NA,NA,NA,NA
"224","US-CMW","2021-08-07",0.755819517450057,1.13353747564122,0.223320111837889,-0.675899214,2.239753759,-0.181931317,0.302841933676353,0.535892745890743
"225","US-CMW","2021-08-17",NA,NA,NA,NA,NA,NA,NA,NA
"226","US-CMW","2021-08-22",0.798395704160508,1.19737906663684,0.238925636693755,-0.715426264,2.08373393985598,-0.197375715,0.337779216165441,0.578653036694085
"227","US-CMW","2021-08-24",NA,NA,NA,NA,NA,NA,NA,NA
"228","US-CMW","2021-08-27",0.765997430264978,1.14877761513444,0.212485234596403,-0.692906795,2.10705902391767,-0.17096948,0.294517455196389,0.56731473707707
"229","US-CMW","2021-08-29",NA,NA,NA,NA,NA,NA,NA,NA
"230","US-CMW","2021-09-06",0.765206617080991,1.14758682636162,0.213836950275867,-0.680170037,2.22132696362221,-0.17555132,0.306298724341314,0.549487856674404
"231","US-CMW","2021-09-08",NA,NA,NA,NA,NA,NA,NA,NA
"232","US-CMW","2021-09-13",NA,NA,NA,NA,NA,NA,NA,NA
"233","US-CMW","2021-09-16",0.693605455253079,1.04019635957325,0.144341324073721,-0.648509609,1.8180664093685,-0.098258543,0.263161652297452,0.56015542738816
"234","US-CMW","2021-09-21",0.677976876,1.0167479948236,0.1091010164562,-0.645206954,1.61709331645766,-0.060330818,0.279025189970531,0.580523413248798
"235","US-CMW","2021-10-01",0.658550404275732,0.98760407793231,0.095063771,-0.620622911,1.70813619884321,-0.051716728,0.268948255150446,0.561345028525756
"236","US-CMW","2021-10-03",NA,NA,NA,NA,NA,NA,NA,NA
"237","US-CMW","2021-10-06",0.648465678344795,0.972479649435889,0.093783213,-0.619689563,1.6658395074738,-0.048875117,0.235671999559739,0.561546855
"238","US-CMW","2021-10-13",NA,NA,NA,NA,NA,NA,NA,NA
"239","US-CMW","2021-10-16",NA,NA,NA,NA,NA,NA,NA,NA
"240","US-CMW","2021-10-18",NA,NA,NA,NA,NA,NA,NA,NA
"241","US-CMW","2021-10-21",0.584052103850879,0.875877822549615,0.0283303705258489,-0.583672289,1.27377256426709,0.0237523156578057,0.250203715369299,0.567173033047224
"242","US-CMW","2021-10-23",NA,NA,NA,NA,NA,NA,NA,NA
"243","US-CMW","2021-10-28",NA,NA,NA,NA,NA,NA,NA,NA
"244","US-CMW","2021-10-31",0.537530414014714,0.806111974486964,0.005305643,-0.550501861,1.12559695677314,0.0501532665168504,0.242473102867698,0.548535086
"245","US-CMW","2021-11-05",0.521441194619149,0.781981695712011,0.00764269,-0.536160144,1.15603321316538,0.045419455,0.209869328259938,0.532149829002038
"246","US-CMW","2021-11-07",NA,NA,NA,NA,NA,NA,NA,NA
"247","US-CMW","2021-11-10",0.498366411173673,0.747376749875177,-0.023038694,-0.526753458,0.968370968035087,0.08274215,0.241055399376287,0.544141506955391
"248","US-CMW","2021-11-12",NA,NA,NA,NA,NA,NA,NA,NA
