STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/7/2019,0.06
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/8/2019,0.01
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/9/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/10/2019,0.01
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/11/2019,1.08
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/12/2019,0.04
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/13/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/14/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/15/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/16/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/17/2019,0.01
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/18/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/19/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/20/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/21/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/22/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/23/2019,1.23
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/24/2019,1.49
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/25/2019,0.01
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/26/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/27/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/28/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/29/2019,0.19
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/30/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,8/31/2019,0.35
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/1/2019,0.3
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/2/2019,0.26
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/3/2019,0.09
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/4/2019,0.01
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/5/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/6/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/7/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/9/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/10/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/11/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/12/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/13/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/14/2019,0.1
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/15/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/16/2019,0.34
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/17/2019,0.16
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/18/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/19/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/20/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/21/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/22/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/23/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/24/2019,0
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/25/2019,3
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/26/2019,0.27
USC00026282,"PATAGONIA PATON CENTER, AZ US",31.53923,-110.76028,1232.6,9/27/2019,0
